schooljaar,grade_year_secondary,outflow_position,gender,belgian_nonbelgian,eu_noneu,age_category,household_language_dutch,mother_education_level,school_progress,grade_secondary_education,school_year_level,field_of_study,residence_merged_municipality_name,residence_province_name,residence_central_city,target
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,19-20,Ned with no one,No primary education,2 years academic delay,3,2,Trade,Kortrijk,West Flanders,Yes,enroll
2022-2023,3rd Grade - 1st Year,bso,Male,Belgian,EU,18-19,Ned with at least one,Higher education,2 years academic delay,3,1,Trade,Sint-Niklaas,East Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Herentals,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Ned with at least one,Upper secondary education,1 year academic delay,3,2,Trade,Herk-de-Stad,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Non-Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,General secondary education,Brakel,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,20-21,Ned with at least one,No primary education,More than 2 years of academic delay,3,2,Mechanics-electricity,Genk,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Mechanics-electricity,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Mechanics-electricity,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,kso,Female,Non-Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Visual arts,Hasselt,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,19-20,Exclusively Ned with everyone,Upper secondary education,2 years academic delay,3,2,Personal care,Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,buso OV4,Male,Belgian,EU,19-20,,,2 years academic delay,3,2,Trade,Sint-Lambrechts-Woluwe,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 2nd Year,buso OV4,Male,Belgian,EU,19-20,,,2 years academic delay,3,2,Trade,Sint-Lambrechts-Woluwe,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Ned with at least one,Upper secondary education,1 year academic delay,3,2,Trade,Kapelle-op-den-Bos,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,kso,Female,Belgian,EU,17-18,Ned with at least one,Upper secondary education,No academic delay,3,2,Visual arts,Hasselt,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Agriculture and horticulture,Oudenaarde,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Ned with no one,Lower secondary education,No academic delay,3,2,Tourism,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Sport,Boom,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Sport,Boom,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,19-20,Exclusively Ned with everyone,Upper secondary education,2 years academic delay,3,2,Auto,Asse,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,kso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Primary education,1 year academic delay,3,2,Visual arts,Hasselt,Limburg,Yes,enroll
2022-2023,3rd Grade - 3rd Year,bso,Female,Belgian,EU,19-20,Ned with at least one,Lower secondary education,,3,3,Trade,Aalst,East Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Kortrijk,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Kortrijk,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Kortrijk,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Trade,Eeklo,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Trade,Eeklo,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Trade,Eeklo,East Flanders,No,enroll
2022-2023,3rd Grade - 1st Year,bso,Male,Non-Belgian,EU,17-18,Ned with at least one,Lower secondary education,1 year academic delay,3,1,Cooling and heating,Vilvoorde,Flemish Brabant,No,dropout
2022-2023,2nd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Ned with at least one,Upper secondary education,More than 2 years of academic delay,2,2, (modernisering SO),Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Personal care,Wuustwezel,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Personal care,Wuustwezel,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Personal care,Wuustwezel,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Personal care,Wuustwezel,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Personal care,Wuustwezel,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Ned with no one,Primary education,1 year academic delay,3,2,Personal care,Roeselare,West Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,General secondary education,Roeselare,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,General secondary education,Roeselare,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,General secondary education,Roeselare,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,General secondary education,Roeselare,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Bree,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Ned with no one,Higher education,No academic delay,3,2,Trade,Kapelle-op-den-Bos,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 1st Year,tso,Female,Non-Belgian,EU,18-19,Ned with no one,Upper secondary education,2 years academic delay,3,1,Tourism,Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,General secondary education,Essen,Antwerpen,No,enroll
2022-2023,,dbso,Male,Belgian,EU,19-20,Ned with at least one,Upper secondary education,,,/, (modernisering SO),Anderlecht,Brussels-Capital Region,No,dropout
2022-2023,,dbso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,,,/, (modernisering SO),Oudenaarde,East Flanders,No,dropout
2022-2023,,dbso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,,,/, (modernisering SO),Oudenaarde,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Wevelgem,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Wevelgem,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,19-20,Ned with no one,Higher education,2 years academic delay,3,2,Trade,Dendermonde,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Power supply,Brugge,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Power supply,Brugge,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Ned with no one,Upper secondary education,1 year academic delay,3,2,Chemistry,Brugge,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Construction,Beringen,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Non-Belgian,Non-EU,19-20,Ned with no one,Primary education,2 years academic delay,3,2,Trade,Eeklo,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Ned with at least one,Higher education,1 year academic delay,3,2,Power supply,Wemmel,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 1st Year,aso,Male,Non-Belgian,Non-EU,17-18,Ned with no one,Lower secondary education,1 year academic delay,3,1,General secondary education,Leuven,Flemish Brabant,Yes,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Agriculture and horticulture,Roeselare,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Agriculture and horticulture,Roeselare,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Primary education,1 year academic delay,3,2,Auto,Genk,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Ned with no one,No primary education,No academic delay,3,2,General secondary education,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,kso,Female,Belgian,EU,20-21,Exclusively Ned with everyone,Upper secondary education,More than 2 years of academic delay,3,2,Visual arts,Brugge,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Ned with no one,Higher education,1 year academic delay,3,2,Trade,Merchtem,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Ned with no one,Lower secondary education,No academic delay,3,2,Tourism,Schaarbeek,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Ned with no one,Lower secondary education,No academic delay,3,2,Trade,Tienen,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Mechanics-electricity,Eeklo,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Graphic communication and media,Gent,East Flanders,Yes,enroll
2022-2023,2nd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,2 years academic delay,2,2, (modernisering SO),Herentals,Antwerpen,No,dropout
2022-2023,3rd Grade - 1st Year,tso,Male,Belgian,EU,18-19,Ned with no one,Lower secondary education,2 years academic delay,3,1,Trade,Veurne,West Flanders,No,dropout
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,General secondary education,Herentals,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Social security,Gent,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Ned with no one,Primary education,No academic delay,3,2,Mechanics-electricity,Gent,East Flanders,Yes,enroll
2022-2023,3rd Grade - 1st Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,1 year academic delay,3,1,Sport,Wetteren,East Flanders,No,dropout
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Lower secondary education,1 year academic delay,3,2,Photography,Hasselt,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Deinze,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Wood,Avelgem,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,kso,Male,Non-Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Visual arts,Hasselt,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Non-Belgian,EU,17-18,Ned with at least one,Higher education,No academic delay,3,2,Tourism,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Auto,Torhout,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Auto,Torhout,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Ned with no one,Primary education,1 year academic delay,3,2,Personal care,Gent,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Power supply,Koksijde,West Flanders,No,enroll
2022-2023,2nd Grade - 2nd Year,tso,Male,Non-Belgian,EU,17-18,Ned with no one,Lower secondary education,2 years academic delay,2,2, (modernisering SO),Lanaken,Limburg,No,dropout
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Mechanics-electricity,Kalmthout,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Mechanics-electricity,Kalmthout,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Mechanics-electricity,Kalmthout,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Mechanics-electricity,Kalmthout,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Non-Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Mol,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Ned with at least one,Lower secondary education,1 year academic delay,3,2,Trade,Brugge,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Wood,Kortrijk,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Trade,Boom,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Trade,Boom,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Ned with at least one,Upper secondary education,No academic delay,3,2,Personal care,Dilbeek,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Mechanics-electricity,Kortrijk,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Mechanics-electricity,Kortrijk,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Trade,Kortrijk,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Ned with at least one,Upper secondary education,No academic delay,3,2,Auto,Overijse,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Beveren-Kruibeke-Zwijndrecht,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Beveren-Kruibeke-Zwijndrecht,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Trade,Turnhout,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Trade,Turnhout,Antwerpen,Yes,enroll
2022-2023,2nd Grade - 1st Year,bso,Male,Belgian,EU,17-18,Ned with at least one,Higher education,More than 2 years of academic delay,2,1, (modernisering SO),Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Non-Belgian,EU,19-20,Exclusively Ned with everyone,Upper secondary education,2 years academic delay,3,2,Trade,Hoogstraten,Antwerpen,No,enroll
